ReqID,TestId,RunID,RunStatus,RunCycle,RegWt,ModuleQuality,ModuleCriticality
9,19811,226620,0,7,0,1,2
12,19828,185860,0,1,0,1,2
12,19828,190384,0,2,0,1,2
12,19828,197206,0,3,0,1,2
12,19828,204193,0,4,0,1,2
12,19828,211880,0,5,0,1,2
12,19828,215441,0,6,0,1,2
12,19828,226582,0,7,0,1,2
12,19829,185869,0,1,0,1,2
12,19829,190393,0,2,0,1,2
12,19829,197214,0,3,0,1,2
12,19829,204179,0,4,0,1,2
12,19829,210430,0,5,0,1,2
12,19829,215439,0,6,0,1,2
12,19829,226592,0,7,0,1,2
12,19830,185862,0,1,0,1,2
12,19830,190386,0,2,0,1,2
12,19830,197208,0,3,0,1,2
12,19830,204173,0,4,0,1,2
12,19830,210422,0,5,0,1,2
12,19830,215874,1,6,64,1,2
12,19830,226584,0,7,0,1,2
19,19831,184775,0,1,0,1,3
19,19831,190372,0,2,0,1,3
19,19831,200262,0,3,0,1,3
19,19831,204205,0,4,0,1,3
19,19832,184772,0,1,0,1,3
19,19832,190371,0,2,0,1,3
19,19832,200263,0,3,0,1,3
19,19832,204206,0,4,0,1,3
19,19833,184776,0,1,0,1,3
19,19833,193462,0,2,0,1,3
19,19833,200266,0,3,0,1,3
19,19833,204207,0,4,0,1,3
19,19834,184770,0,1,0,1,3
19,19834,190369,0,2,0,1,3
19,19834,200268,0,3,0,1,3
19,19834,204208,0,4,0,1,3
19,19835,184771,0,1,0,1,3
19,19835,190370,0,2,0,1,3
19,19835,200269,0,3,0,1,3
